id,keep,target,paraphrase,negation,neg_markers,neg_tier,containment,para_containment,prompt_id,genre,note
hn26378,?,"האם זה הרעיון שלך, טופנס?""","את חשבת על זה, טאפנס?","זה הרעיון שלך, לא?",לא,strong,0.60,0.20,26378,fiction,
hn27407,?,"כן, זה היה רעיון חכם!",איזה רעיון חכם!,"לא, זה היה רעיון נורא.",לא,strong,0.60,0.40,27407,fiction,
hn28550,?,המסמכים האלה היו הנאמנות שלי.,האמון שלי היה במסמכים האלה.,המסמכים האלה לא היו חשובים לי.,לא,strong,0.60,0.40,28550,fiction,
hn28882,?,שאחד מהם התאים אני יודע.,לפחות אחד מהם התאים.,איני יודע אם מישהו מהם התאים.,איני,strong,0.60,0.40,28882,fiction,
hn30345,?,"להתראות, טומי. הרכבת יצאה מהתחנה.","טומי נפרד, והרכבת עזבה את התחנה.",הרכבת לא יצאה מהתחנה.,לא,strong,0.60,0.20,30345,fiction,
hn30665,?,"סוזן אומרת שהם יודעים מי היצורים האלה, אמר ג'ון.",ג'ון אמר שסוזן יודעת מי היצורים.,ג'ון אמר שסוזן לא ידעה מי היצורים האלה.,לא,strong,0.60,0.50,30665,fiction,
hn30858,?,בסדר? אז יש לנו עסקה?,האם יש עסקה כרגע?,אז אני מניח שאין לנו עסקה.,שאין,strong,0.60,0.40,30858,fiction,
hn31550,?,מישהו חייב לספוג את ההפסד.,,אף אחד לא צריך לספוג את ההפסד.,אף אחד | לא,"phrase,strong",0.60,0.00,31550,slate,WRITE PARAPHRASE
hn31578,?,"כן, אדוני, זיהיתי אותך מיד.","אדוני, כמובן, זיהיתי אותך מיד.","סליחה, אפילו לא זיהיתי אותך אדוני.",לא,strong,0.60,0.80,31578,fiction,
hn32219,?,ג'ון עמד בכניסה לאוהל.,ג'ון עמד ליד דש האוהל.,ג'ון לא התקרב לאוהל.,לא,strong,0.60,0.60,32219,fiction,
hn32325,?,"אם כן, על מה אכתוב?","אם זה נכון, על מה עלי לכתוב?","אם לא, על מה עלי לשיר?",לא,strong,0.60,0.60,32325,slate,
hn32424,?,הערה: פיצ'פורק פאט חזר!,הכינוי של פט הוא קלשון והנה הוא חזר!,פיצ'פורק פאט לעולם לא יחזור.,לא,strong,0.60,0.20,32424,slate,
hn32925,?,עכשיו סיימתי עם החדר הזה.,סיימתי עם האזור הזה עכשיו.,עדיין לא סיימתי את החדר הזה.,לא,strong,0.60,0.80,32925,fiction,
hn35205,?,"בוש, או אל גור שהוא.","בוש או אל גור, אחד מהם.",לא בוש ולא אל גור.,לא | ולא,strong,0.60,0.80,35205,slate,
hn35965,?,הייתי צריך ללמוד מחדש הכל.,הייתי צריך ללמוד הכל מחדש.,"למזלי, לא הייתי צריך ללמוד שוב שום דבר.",לא | שום דבר,"phrase,strong",0.60,1.00,35965,fiction,
hn38512,?,"במקרים מסוימים, סוכנויות התמקדו תשומת ליבנו בפרקטיקות שהחלו מוקדם יותר.",ישנם מקרים בהם סוכנויות התמקדו בפרקטיקות שהחלו מוקדם יותר.,אין מקרים שבהם סוכנויות התמקדו בפרקטיקות שהחלו מוקדם יותר.,אין,strong,0.60,0.60,38512,government,
hn39051,?,"""הוא יצטרך,"" אמר דרו בקדרות.",,דרו אמר שלא יצטרך.,שלא,strong,0.60,0.00,39051,fiction,WRITE PARAPHRASE
hn42283,?,הנשים צחקו וצ'רק אמר:,הבנות צחקו ואז צ'רק צייץ:,הבנות בכלל לא התרשמו וצ'רק אמר:,בכלל לא,phrase,0.60,0.40,42283,fiction,
hn42976,?,ואז הוא משך אותו בחזרה.,הוא משך אותה בחזרה.,הוא לא משך את זה בחזרה.,לא,strong,0.60,0.60,42976,fiction,
hn4416,?,בקרוב יהיו להם ילדים משלהם.,,הם לעולם לא יהיו להם ילדים,לא,strong,0.60,0.00,4416,fiction,WRITE PARAPHRASE
hn44435,?,הראשון נראה שמסביר את האחרון.,האחרון אכן נראה מוסבר על ידי הראשון.,הראשון עדיין לא מסביר את האחרון.,לא,strong,0.60,0.60,44435,slate,
hn44565,?,"אלה רק מנדרייקים, הוא הסביר.",הוא הסביר שהם היו רק דודאים.,הוא הסביר שהם בכלל לא היו מנדרייקים.,בכלל לא,phrase,0.60,0.60,44565,fiction,
hn44859,?,"סביב אחריות, התחייבויות, וסטנדרט שמירה.",תקן לשימור.,"סביב אחריות, אך לא התחייבויות.",לא,strong,0.60,0.00,44859,government,
hn45953,?,"כן, אבל זה היה אפשרי.",הייתה אפשרות.,זה היה בלתי אפשרי.,בלתי,strong,0.60,0.00,45953,fiction,
hn481,?,"נמצא בידי מר בראון, אדוני.",בידיו של מר בראון.,לא בידי מר בראון.,לא,strong,0.60,0.40,481,fiction,
hn48121,?,אתה רוצה שאני אלך איתך?,האם עלי ללכת איתך?,אתה אף פעם לא רוצה שאלך איתך.,אף פעם | לא,"phrase,strong",0.60,0.20,48121,slate,
hn48341,?,דחיסת דיסק ורשת לתוך Windows.,דחיסת דיסקים ורשת אפשריים ב-Windows.,דחיסת דיסק ורשת אינם אפשריים ב-Windows.,אינם,strong,0.60,0.40,48341,slate,
hn49152,?,אבל שיחה היא גם חשובה.,שיחה היא כל כך חשובה.,שיחה היא לא חשובה.,לא,strong,0.60,0.60,49152,slate,
hn49806,?,"כן, היא הראתה לנו אותן.","כן, היא הראתה לנו.","לא, היא לא הראתה לנו כלום.",לא | לא,strong,0.60,0.80,49806,fiction,
hn49971,?,הסיבה לראות את איש על הירח היא ג'ים קארי.,ג'ים קארי נמצא בסרט איש על הירח.,"ג'ים קארי לא נמצא ב""איש על הירח"".",לא,strong,0.60,0.60,49971,slate,
hn50279,?,"המזבח הראשי העצום מורכב משיש אדום, יספר ירוק וברונזה מוזהבת.",הרטבלה הראשית העצומה מכילה שיש אדום ואחרים.,המזבח הראשי העצום לא מורכב משיש אדום.,לא,strong,0.60,0.10,50279,travel,
hn51161,?,היה בזה משהו מוזר ומפחיד.,היה בזה משהו מטריד ומפחיד.,לא היה בזה שום דבר מוזר או מפחיד.,לא | שום דבר,"phrase,strong",0.60,0.80,51161,fiction,
hn52493,?,אני צריך לנגב את זה!,זה הכרחי עבורי לנגב את זה!,אני לא צריך לנגב כלום בכלל.,לא,strong,0.60,0.60,52493,oup,
hn54833,?,איכות החיים נותרת עניינם העיקרי.,איכות החיים ממשיכה להיות עיסוק עיקרי.,איכות החיים כבר לא עיסוקם העיקרי.,לא,strong,0.60,0.40,54833,travel,
hn55016,?,כולנו יודעים את זה עכשיו.,אנחנו יודעים את זה עכשיו.,אנחנו לא יודעים את זה.,לא,strong,0.60,0.80,55016,slate,
hn5624,?,9 אחוזים מהילדים עדיין עניים.,9% מהילדים עניים,רק 9% מהילדים אינם עניים,אינם,strong,0.60,0.60,5624,government,
hn57560,?,אני מכיר את מדמואזל סינתיה.,פגשתי בעבר את סינתיה.,מעולם לא פגשתי את מדמואזל סינתיה.,מעולם לא,phrase,0.60,0.40,57560,fiction,
hn60891,?,סביר מאוד שאתה סובל מתסמונת הדשא של השכן ירוק יותר.,"אתה סובל ממשהו שנקרא תסמונת הדשא של השכן ירוק יותר, ככל הנראה.",לא סביר שתסבול מתסמונת העשב של השכן ירוק יותר.,לא,strong,0.60,0.60,60891,slate,
hn61588,?,כדי לענות על צרכי הסוכנות.,עמידה בצורכי הסוכנות.,הם לא ענו על צרכי הסוכנות.,לא,strong,0.60,0.20,61588,government,
hn6296,?,יש תקדים לקאלט צ'ה.,לקאלט של צ'ה יש תקדים.,לקאלט של צ'ה אין תקדימים.,אין,strong,0.60,1.00,6296,slate,
hn64217,?,"ההקלה בחוקי האיסור הביאה אותם להישג ידם של רוב הציבור האמריקאי, והציבור הצביע עבורם ברגליו.",הציבור החל לעבור לאזורים עם חוקי איסור מקלים.,ההקלה בחוקי האיסור לא הביאה אותם להישג ידם של הציבור.,לא,strong,0.60,0.07,64217,slate,
hn6510,?,העבודה שלנו הראתה גם שהבינלאומי,עבודתנו מוכיחה שהבין...,העבודה שלנו אינה שואפת להראות שהבינלאומי...,אינה,strong,0.60,0.00,6510,government,
hn66542,?,אתה יכול לחפש את זה.,אתה יכול לחפש אותו.,זה בלתי אפשרי עבורך לחפש את זה.,בלתי,strong,0.60,0.60,66542,slate,
hn6894,?,זה יכול לקרות במיון מוקדם.,זה יכול לקרות במיון מראש.,זה לא יכול לקרות בשום מקום.,לא,strong,0.60,0.80,6894,government,
hn68970,?,תתעורר מחר בבוקר בלי שום דבר גרוע יותר.,,"לצערנו, אתה לא תתעורר מחר בבוקר.",לא,strong,0.60,0.00,68970,fiction,WRITE PARAPHRASE
hn69069,?,"ובכן, אני מקולל! הוא אמר.","לעזאזל, הוא אמר.",אני לא ארור הוא אמר.,לא,strong,0.60,0.40,69069,fiction,
hn70276,?,"'דרי,' המחשבה עלתה במוחו לפתע.",חשבתי על דרי פתאום.,המחשבה על דרי לא עלתה בראשי.,לא,strong,0.60,0.20,70276,fiction,
hn72284,?,"התעשיין אמר, ""הכל בסדר, צעיר.""",התעשיין היה בסדר עם הצעיר.,התעשיין אמר שזה לא בסדר.,לא,strong,0.60,0.40,72284,fiction,
hn7230,?,מה זה? אמר האיש החום.,האיש החום שאל מה זה.,האיש החום לא אמר דבר.,לא,strong,0.60,0.80,7230,fiction,
hn75425,?,"ובכן, אראה אותך איתו הערב.","הערב, אראה אותך איתו.",לא אראה אותך איתו הלילה.,לא,strong,0.60,0.80,75425,fiction,
hn76000,?,אני מזהה חסרונות ביהדות שלי.,אני מודע לחסרונות שלי באמונה היהודית.,איני מזהה שום חוסר ביהדות שלי.,איני,strong,0.60,0.40,76000,slate,
hn77168,?,יוזמת שמיים נקיים תמשיך להביא,יוזמת השמיים הנקיים תצליח.,יוזמת שמיים נקיים לא תצליח.,לא,strong,0.60,0.20,77168,government,
hn77833,?,אלמו הילס פשוט זרקו אותו.,אלמו הילס פשוט זרקו את זה החוצה.,אלמו הילס לא זרקו את זה.,לא,strong,0.60,0.80,77833,government,
hn78006,?,"אני עושה, אמר טומי בביטחון.","טומי אמר, מלא אופטימיות, ""אני עושה.""","""אני לא."" אמר טומי ללא חרטה.",לא | ללא,strong,0.60,0.80,78006,fiction,
hn78083,?,מדענים מנסים לשבט עוברים אנושיים.,,אף אחד לא מנסה לשבט עוברים אנושיים.,אף אחד | לא,"phrase,strong",0.60,0.00,78083,slate,WRITE PARAPHRASE
hn78732,?,הצעת תיקון נוסף לכלל הציטוט.,תיקון נוסף לכלל הציטוטים מוצע כעת.,לא מוצע תיקון לכלל הציטוט.,לא,strong,0.60,0.60,78732,government,
hn78816,?,נערה חכמה פתחה את הדלת.,גברת פתחה את הדלת.,הגברת לא פתחה את הדלת.,לא,strong,0.60,0.60,78816,fiction,
hn79785,?,"אה, הם משערים שזה מהמטוס.",הם חושבים שזה מהמטוס.,הם לא חושבים שזה מהמטוס.,לא,strong,0.60,0.60,79785,nineeleven,
hn79996,?,אני יכול להבין את זה.,הבנתי.,אני לא מבין את זה בכלל!,לא,strong,0.60,0.00,79996,fiction,
hn80298,?,תיקון באגים הוא בזבוז זמן.,תיקון באגים לוקח הרבה זמן.,תיקון באגים לא לוקח זמן בכלל.,לא,strong,0.60,0.60,80298,slate,
hn82806,?,הבהרנו שאנו מכבדים זכויות אדם.,הבהרנו שאנו מכבדים את זכויות האדם.,אנחנו לא מכבדים זכויות אדם.,לא,strong,0.60,0.80,82806,slate,
hn84526,?,'אתה חושב שאני הירואי?' לגלגתי.,שאלתי מישהו אם הוא חושב שאני הירואית.,למה אתה לא חושב שאני גבורה?,לא,strong,0.60,0.40,84526,fiction,
hn85194,?,גבר צריך לדאוג לאנשיו שלו... .,האדם צריך להזדהות עם אומתו.,גבר לא צריך לדאוג לאחרים.,לא,strong,0.60,0.20,85194,fiction,
hn8722,?,אבל רובם פנו לפרקטיקה פרטית.,הרוב המשיך לפרקטיקה פרטית.,רובם לא עברו לפרקטיקה פרטית.,לא,strong,0.60,0.40,8722,government,
hn87444,?,"אני יכול להוציא אותם החוצה.""",הם הסכימו להוציא אותם החוצה.,הם לא מסוגלים להוציא אותם החוצה.,לא,strong,0.60,0.60,87444,fiction,
hn87712,?,מלכודת זבובים היום: הכרוניקות המלאות.,הכרוניקה המלאה היא הנושא של Flytrap Today.,מלכודת זבובים אתמול: הכרוניקות הלא שלמות.,הלא,strong,0.60,0.00,87712,slate,
hn8866,?,היום נתן להם זמן להתאמן.,היה להם זמן להתאמן.,לא היה להם זמן להתאמן.,לא,strong,0.60,0.60,8866,fiction,
hn89857,?,", מגנזיום או חומרים מייצבים) יפחיתו את כמות האבן הגיר הנדרשת.",המגנזיום יקטין את כמות האבן הגיר הנדרשת.,מגנזיום לא יפחית את כמות האבן הגיר הנדרשת.,לא,strong,0.60,0.50,89857,government,
hn90033,?,הוא עשוי גם להסיר את מגבלות השכר על משכורות הניהול.,ייתכן שניתן יהיה להסיר את מגבלות השכר על משכורות ההנהלה.,לא ניתן להסיר את מגבלות השכר על משכורות ההנהלה.,לא,strong,0.60,0.60,90033,government,
hn90488,?,היצור הזכיר לו נחש ארסי.,הוא הזכיר לי נחש ארסי.,הוא לא הזכיר לי נחש ארסי.,לא,strong,0.60,0.60,90488,fiction,
hn90617,?,יכולתי קצת להסכים עם זה.,הסכמתי במידה מסוימת.,אני לא יכול להסכים עם זה בשום אופן.,לא | בשום אופן,"phrase,strong",0.60,0.00,90617,fiction,
hn94410,?,לא היה קשה לעמוד בקצב שלהם.,הם יוכלו לעמוד בקצב שלהם.,יהיה בלתי אפשרי לעמוד בקצב שלהם.,בלתי,strong,0.60,0.60,94410,slate,
hn94949,?,רחוק יותר לאורך החוף המזרחי נמצא נמל פיסו ליוואדי היפה.,בהמשך החוף המזרחי נמצא הנמל המפואר של פיסו ליוואדי.,פיסו ליבאדי אינו רחוק יותר לאורך החוף המזרחי.,אינו,strong,0.60,0.50,94949,travel,
hn96622,?,היו 273 תגובות מ-25 תוכניות.,היו 273 תגובות מ-25 התוכניות.,לא היו תגובות מ-25 התוכניות.,לא,strong,0.60,0.80,96622,government,
hn97991,?,אין שינויים מהותיים בסעיף 406 הקיים.,,לא בוצעו שינויים בסעיף 406.,לא,strong,0.60,0.00,97991,government,WRITE PARAPHRASE
hn98381,?,"היא קרובה למועד הלידה, נכון?",,"היא לא קרובה בכלל לזמנה, נכון?",לא,strong,0.60,0.00,98381,fiction,WRITE PARAPHRASE
hn98722,?,"""אני חייב להתנצל"", אמר הרופא.",הרופא אמר שהוא צריך להתנצל.,הרופא אמר שאין לו במה להתנצל.,שאין,strong,0.60,0.60,98722,fiction,
hn9908,?,תשומת לב רבה תינתן לביקוש ולמחירים שניתן יהיה לגבות בהצלחה.,המחירים שניתן לגבות בהצלחה הם נושא שיינתן לו תשומת לב רבה.,לא תשולם תשומת לב לא לביקוש ולא למחירים שניתן לגבות בהצלחה.,לא | לא | ולא,strong,0.60,0.60,9908,government,
